GISJOIN,YEAR,FSTATUS,REGIONA,DIVISIONA,STATE,STATEA,SMSAA,COUNTY,COUNTYA,CTY_SUBA,PLACEA,TRACTA,BLCK_GRPA,BLOCKA,EDINDA,ENUMDISTA,SCSAA,URB_AREAA,CDA,AIANHHA,MCDSEQNO,SEA,UATYPE,PLACDESC,CBD,INDSUBR,LONGITUD,LATITUDE,LANDAREA,AREANAME,SUPFLG01,SUPFLG02,SUPFLG03,SUPFLG04,SUPFLG05,SUPFLG06,SUPFLG07,SUPFLG08,SUPFLG09,SUPFLG10,SUPFLG11,SUPFLG12,SUPFLG13,SUPFLG14,SUPFLG15,SUPFLG16,SUPFLG17,SUPFLG18,SUPFLG19,SUPFLG20,SUPFLG21,C7L001,C9C001,C9C002,C9D001,C9D002,C9D003,C9D004,C9D005,C9D006,C9D007,C9D008,C9D009,C9D010,C9D011,C9D012,C9D013,C9D014,C9D015,C9E001,C9E002,C9E003,C9E004,C9E005,C67001,C67002,C67003,C67004,C67005,C67006,C67007,C67008,C67009,C67010,C67011,C67012,C67013,C67014,C67015,C67016,C67017,C67018,C67019,C67020,C67021,C67022,C67023,C67024,C67025,C67026,C68001,C68002,C68003,C68004,C68005,C68006,C68007,C68008,C68009,C68010,C68011,C68012,C68013,C68014,C68015,C68016,C68017,C68018,C68019,C68020,C68021,C68022,C68023,C68024,C68025,C68026,C68027,C68028,C68029,C68030,C68031,C68032,C68033,C68034,C68035,C68036,C68037,C68038,C68039,C68040,C68041,C68042,C68043,C68044,C68045,C68046,C68047,C68048,C68049,C68050,C68051,C68052
"G1200490","1980","A","3","5","Florida","12",,"Hardee","049",,,,,,,,,,,,,"05",,,,,,,,"HARDEE COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",19379,9691,9688,15739,1604,45,0,1,10,0,2,4,10,0,0,2,0,1962,16143,2903,52,19,262,355,684,644,342,342,1115,1428,399,412,384,399,383,330,317,292,856,1453,1332,2012,1867,909,383,537,1429,606,169,173,344,355,178,156,587,782,181,237,182,197,203,169,180,158,410,726,631,991,943,444,184,258,709,240,73,182,340,289,164,186,528,646,218,175,202,202,180,161,137,134,446,727,701,1021,924,465,199,279,720,366,96
"G1200510","1980","A","3","5","Florida","12",,"Hendry","051",,,,,,,,,,,,,"06",,,,,,,,"HENDRY COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",18599,9368,9231,13161,3455,417,0,0,4,14,45,2,3,2,1,0,1,1494,16210,1273,237,669,210,351,658,627,336,311,1113,1486,393,409,406,411,331,253,278,296,907,1415,1332,2198,1787,910,316,475,1104,408,88,186,342,325,178,148,520,733,214,199,210,226,155,134,150,147,447,721,637,1130,911,459,159,242,553,203,39,165,316,302,158,163,593,753,179,210,196,185,176,119,128,149,460,694,695,1068,876,451,157,233,551,205,49
"G1200530","1980","A","3","5","Florida","12",,"Hernando","053",,,,,,,,,,,,,"05",,,,,,,,"HERNANDO COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",44469,21400,23069,41338,2777,77,1,0,19,26,26,10,12,3,2,0,0,178,43635,200,321,55,258,461,901,746,421,442,1640,2154,602,717,670,666,572,524,501,468,1347,2128,2209,3909,4284,3505,1755,2994,7818,2507,528,213,445,361,207,227,816,1108,299,357,326,357,304,257,242,231,667,1040,1080,1888,1938,1465,756,1395,3982,1234,205,248,456,385,214,215,824,1046,303,360,344,309,268,267,259,237,680,1088,1129,2021,2346,2040,999,1599,3836,1273,323
"G1200550","1980","A","3","5","Florida","12",,"Highlands","055",,,,,,,,,,,,,"05",,,,,,,,"HIGHLANDS COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",47526,23048,24478,40216,6567,201,0,0,15,7,36,32,17,11,3,0,0,421,45760,1114,357,80,215,555,986,1063,547,520,1714,2351,631,671,711,709,638,711,607,584,1768,2702,2345,4083,4329,2982,1437,2355,8053,3750,724,270,501,545,288,253,888,1223,324,364,355,386,347,377,343,299,894,1427,1195,1956,2038,1288,650,1075,3774,1703,285,285,485,518,259,267,826,1128,307,307,356,323,291,334,264,285,874,1275,1150,2127,2291,1694,787,1280,4279,2047,439
"G1200570","1980","A","3","5","Florida","12","8280","Hillsborough","057",,,,,,,,,,,,,"B",,,,,,,,"HILLSBOROUGH COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",646960,312526,334434,546575,86464,1320,14,3,459,666,643,662,551,727,89,28,8,8751,582761,5698,8239,18500,31762,9151,16859,16378,8600,8645,29875,40596,10768,11501,11914,11743,11802,12989,12813,12599,37170,56069,50622,74839,65665,33119,12146,16784,46465,22020,5828,4636,8739,8517,4456,4363,15212,20653,5453,5825,5983,5993,5928,6312,6186,6183,18107,27383,24807,36373,31864,15427,5623,7754,20342,8502,1905,4515,8120,7861,4144,4282,14663,19943,5315,5676,5931,5750,5874,6677,6627,6416,19063,28686,25815,38466,33801,17692,6523,9030,26123,13518,3923
"G1200590","1980","A","3","5","Florida","12",,"Holmes","059",,,,,,,,,,,,,"03",,,,,,,,"HOLMES COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1",14723,7202,7521,14281,304,83,0,0,3,3,12,0,13,2,0,1,0,21,14604,71,4,5,39,215,391,409,213,229,702,1043,307,283,291,275,268,240,234,197,565,910,946,1737,1505,817,330,490,1361,626,139,109,205,212,112,111,370,544,169,152,139,145,142,127,107,106,281,466,436,826,743,386,158,240,613,248,55,106,186,197,101,118,332,499,138,131,152,130,126,113,127,91,284,444,510,911,762,431,172,250,748,378,84
"G1200610","1980","A","3","5","Florida","12",,"Indian River","061",,,,,,,,,,,,,"04",,,,,,,,"INDIAN RIVER COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",59896,29229,30667,51104,7806,49,0,0,30,32,29,15,36,9,2,0,1,783,58514,832,118,143,289,750,1295,1236,614,652,2201,3208,856,951,972,1002,953,864,909,785,2585,3937,3514,5791,6123,4044,1762,2712,8079,3375,726,385,654,622,327,327,1123,1593,449,516,508,537,516,483,462,419,1335,2012,1784,2845,2857,1809,827,1251,3798,1514,276,365,641,614,287,325,1078,1615,407,435,464,465,437,381,447,366,1250,1925,1730,2946,3266,2235,935,1461,4281,1861,450
"G1200630","1980","A","3","5","Florida","12",,"Jackson","063",,,,,,,,,,,,,"03",,,,,,,,"JACKSON COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",39154,19358,19796,28661,10213,125,0,0,16,4,3,15,13,10,2,1,0,91,38720,258,23,38,115,613,1162,1135,611,607,1902,2454,645,773,826,855,777,785,752,669,2064,2758,2501,4096,3899,1959,814,1067,3476,1505,449,320,571,583,322,299,982,1257,352,410,460,510,433,437,424,409,1219,1409,1235,1961,1869,876,355,473,1508,560,124,293,591,552,289,308,920,1197,293,363,366,345,344,348,328,260,845,1349,1266,2135,2030,1083,459,594,1968,945,325
"G1200650","1980","A","3","5","Florida","12",,"Jefferson","065",,,,,,,,,,,,,"03",,,,,,,,"JEFFERSON COUNTY","0","0","0","1","1","0","0","0","0","0","0","0","1","1","1","0","0","0","0","1","0",10703,5160,5543,5566,5104,7,0,0,3,0,0,0,3,3,1,1,0,15,10631,37,4,10,21,191,359,374,179,194,606,771,187,214,237,229,188,170,205,137,477,755,778,981,1011,528,215,299,830,477,111,103,185,194,94,94,313,389,117,119,124,111,95,79,89,71,244,340,379,448,492,252,86,126,381,195,40,88,174,180,85,100,293,382,70,95,113,118,93,91,116,66,233,415,399,533,519,276,129,173,449,282,71
"G1200670","1980","A","3","5","Florida","12",,"Lafayette","067",,,,,,,,,,,,,"03",,,,,,,,"LAFAYETTE COUNTY","0","0","0","1","1","0","0","0","0","0","0","0","1","1","1","0","0","0","0","1","0",4035,2001,2034,3729,288,6,0,0,1,0,0,0,1,0,2,0,1,7,4004,25,3,0,3,82,149,129,84,58,207,286,74,71,84,86,68,59,66,65,160,301,295,442,386,202,72,118,314,137,40,39,64,71,40,28,110,157,35,41,35,50,36,28,26,34,72,154,140,220,200,98,40,51,152,57,23,43,85,58,44,30,97,129,39,30,49,36,32,31,40,31,88,147,155,222,186,104,32,67,162,80,17
"G1200690","1980","A","3","5","Florida","12",,"Lake","069",,,,,,,,,,,,,"05",,,,,,,,"LAKE COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",104870,49999,54871,90196,13240,190,1,0,27,26,53,25,34,79,13,1,1,984,102615,1497,170,83,505,1164,2234,2225,1084,1076,3902,5446,1492,1715,1757,1661,1400,1471,1226,1160,3749,5987,5609,9841,9904,6456,2850,4821,17130,7834,1676,630,1162,1092,531,556,1956,2746,801,887,882,851,691,718,588,579,1853,3007,2728,4802,4748,2798,1257,2145,7866,3465,660,534,1072,1133,553,520,1946,2700,691,828,875,810,709,753,638,581,1896,2980,2881,5039,5156,3658,1593,2676,9264,4369,1016
"G1200710","1980","A","3","5","Florida","12","2700","Lee","071",,,,,,,,,,,,,"06",,,,,,,,"LEE COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",205266,98630,106636,185467,16321,222,0,1,73,99,149,55,110,87,11,2,0,2669,199548,2307,1949,347,1115,2303,4469,4257,2184,2167,7515,10322,2673,3002,3132,3031,2756,2728,2735,2547,8287,13197,12448,19240,19742,13921,6275,10464,31419,12102,2350,1130,2272,2141,1182,1145,3803,5260,1307,1547,1618,1502,1420,1366,1357,1233,4093,6490,6089,9367,9100,6091,2799,4812,14976,5659,871,1173,2197,2116,1002,1022,3712,5062,1366,1455,1514,1529,1336,1362,1378,1314,4194,6707,6359,9873,10642,7830,3476,5652,16443,6443,1479
"G1200730","1980","A","3","5","Florida","12","8240","Leon","073",,,,,,,,,,,,,"03",,,,,,,,"LEON COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",148655,71588,77067,109783,36640,257,3,4,101,235,118,108,277,113,31,1,1,983,146226,449,392,556,1032,2143,3965,3935,1953,1974,6620,8250,2001,2189,2145,2421,4192,5293,5637,5800,12849,16049,13622,16099,11623,5505,1915,2711,6306,2704,754,1087,2026,1961,1011,1010,3353,4264,1028,1125,1104,1190,1861,2381,2562,2616,6261,7910,6923,7898,5556,2523,888,1246,2628,970,206,1056,1939,1974,942,964,3267,3986,973,1064,1041,1231,2331,2912,3075,3184,6588,8139,6699,8201,6067,2982,1027,1465,3678,1734,548
"G1200750","1980","A","3","5","Florida","12",,"Levy","075",,,,,,,,,,,,,"02",,,,,,,,"LEVY COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",19870,9638,10232,16532,3183,36,0,1,10,1,25,7,15,3,0,0,0,57,19612,141,43,1,73,274,530,535,254,302,894,1275,381,367,361,365,314,280,271,259,817,1289,1285,2065,2079,1270,486,814,2108,778,217,138,277,274,133,158,453,664,190,194,198,175,161,131,129,124,383,590,605,997,1017,561,229,380,1055,350,72,136,253,261,121,144,441,611,191,173,163,190,153,149,142,135,434,699,680,1068,1062,709,257,434,1053,428,145
"G1200770","1980","A","3","5","Florida","12",,"Liberty","077",,,,,,,,,,,,,"01",,,,,,,,"LIBERTY COUNTY","0","0","0","1","1","0","0","1","0","0","0","1","0","1","0","0","0","0","0","1","1",4260,2126,2134,3781,471,2,0,0,0,1,0,2,2,0,0,0,0,1,4230,20,1,0,9,89,138,136,67,67,211,284,80,68,67,64,80,70,76,59,227,309,279,444,488,222,73,146,344,150,22,43,73,72,39,35,112,149,49,38,36,33,37,32,41,28,127,137,144,226,235,105,29,66,160,71,9,46,65,64,28,32,99,135,31,30,31,31,43,38,35,31,100,172,135,218,253,117,44,80,184,79,13
"G1200790","1980","A","3","5","Florida","12",,"Madison","079",,,,,,,,,,,,,"03",,,,,,,,"MADISON COUNTY","0","0","0","1","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0",14894,6986,7908,8508,6339,13,1,0,4,0,4,0,3,1,0,0,0,21,14755,83,11,9,36,245,449,485,268,253,810,1119,269,319,332,334,291,246,244,225,646,996,864,1478,1403,744,306,449,1372,572,175,109,242,238,133,135,387,575,122,155,186,172,142,144,129,94,299,453,415,680,642,314,142,216,580,221,61,136,207,247,135,118,423,544,147,164,146,162,149,102,115,131,347,543,449,798,761,430,164,233,792,351,114
"G1200810","1980","A","3","5","Florida","12","1140","Manatee","081",,,,,,,,,,,,,"06",,,,,,,,"MANATEE COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",148442,69230,79212,133191,13263,257,1,1,29,95,49,29,81,103,17,2,0,1324,145257,1934,385,165,701,1758,2979,2965,1513,1487,5265,7170,1826,1977,2066,1998,1889,1931,1846,1799,5921,9405,8440,12904,13419,9040,3949,6739,23719,13272,3165,936,1524,1550,756,784,2688,3643,972,1024,1053,1059,891,931,908,878,2860,4589,4093,6183,6081,3892,1610,2938,10499,5661,1227,822,1455,1415,757,703,2577,3527,854,953,1013,939,998,1000,938,921,3061,4816,4347,6721,7338,5148,2339,3801,13220,7611,1938
"G1200830","1980","A","3","5","Florida","12","5790","Marion","083",,,,,,,,,,,,,"05",,,,,,,,"MARION COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",122488,58908,63580,101336,20276,257,2,0,40,74,22,28,34,32,15,4,1,367,120476,451,586,218,757,1631,2879,2908,1507,1528,5341,7565,2056,2234,2231,2191,1847,1639,1677,1641,5115,8150,7811,12674,12578,7722,3402,5262,14400,5320,1179,836,1454,1518,779,793,2719,3856,1040,1141,1087,1109,890,756,783,758,2422,3966,3750,6098,5831,3497,1499,2503,6974,2438,411,795,1425,1390,728,735,2622,3709,1016,1093,1144,1082,957,883,894,883,2693,4184,4061,6576,6747,4225,1903,2759,7426,2882,768
"G1200850","1980","A","3","5","Florida","12",,"Martin","085",,,,,,,,,,,,,"06",,,,,,,,"MARTIN COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",64014,31274,32740,57895,4719,59,2,1,41,60,14,22,23,15,7,1,12,1143,61930,1212,422,132,318,675,1208,1198,657,630,2216,3119,814,906,907,879,1000,957,946,864,2570,3867,3804,6001,5905,4109,1845,3283,10329,4530,795,331,621,604,320,342,1142,1611,422,450,480,450,548,514,534,466,1316,1996,1914,2990,2845,1755,807,1480,4849,2172,315,344,587,594,337,288,1074,1508,392,456,427,429,452,443,412,398,1254,1871,1890,3011,3060,2354,1038,1803,5480,2358,480
"G1200870","1980","A","3","5","Florida","12",,"Monroe","087",,,,,,,,,,,,,"06",,,,,,,,"MONROE COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",63188,32796,30392,57934,3808,138,3,3,55,18,420,31,38,16,29,16,2,677,56029,355,306,4026,2472,714,1228,1134,600,627,2056,2823,790,799,823,898,872,1070,1145,1062,3555,5790,5167,6945,7306,4469,1744,2644,6372,2142,413,370,628,597,332,318,1051,1514,437,416,392,485,485,622,637,580,1887,3102,2842,3704,3647,2197,814,1316,3258,1007,158,344,600,537,268,309,1005,1309,353,383,431,413,387,448,508,482,1668,2688,2325,3241,3659,2272,930,1328,3114,1135,255
"G1200890","1980","A","3","5","Florida","12","3600","Nassau","089",,,,,,,,,,,,,"02",,,,,,,,"NASSAU COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",32894,16389,16505,28212,4530,58,0,0,7,10,17,5,6,2,1,0,0,46,32446,147,37,17,247,549,991,1049,561,560,1828,2499,678,746,698,708,552,544,516,540,1588,2559,2675,4237,3533,1467,531,736,1760,638,151,303,510,510,281,297,960,1274,349,389,384,383,262,280,280,261,753,1241,1319,2104,1811,747,251,350,791,247,52,246,481,539,280,263,868,1225,329,357,314,325,290,264,236,279,835,1318,1356,2133,1722,720,280,386,969,391,99
"G1200910","1980","A","3","5","Florida","12","2750","Okaloosa","091",,,,,,,,,,,,,"01",,,,,,,,"OKALOOSA COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",109920,55807,54113,97093,9483,416,2,2,286,163,423,256,39,280,41,12,11,1413,107343,860,551,143,1023,1788,3328,3308,1642,1594,5513,7114,1955,2280,2285,2350,2212,2626,2596,2589,7422,9658,8482,14264,12058,4844,1734,1905,4274,1661,438,931,1664,1677,850,786,2873,3586,976,1158,1156,1246,1195,1455,1479,1494,4066,5062,4240,6942,6089,2349,905,976,1890,625,137,857,1664,1631,792,808,2640,3528,979,1122,1129,1104,1017,1171,1117,1095,3356,4596,4242,7322,5969,2495,829,929,2384,1036,301
"G1200930","1980","A","3","5","Florida","12",,"Okeechobee","093",,,,,,,,,,,,,"06",,,,,,,,"OKEECHOBEE COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",20264,10370,9894,17926,1717,78,1,0,2,10,24,4,16,0,6,1,0,479,19302,765,58,64,75,377,643,662,310,289,1046,1402,417,459,466,464,310,327,305,284,955,1398,1324,2226,2037,1037,424,651,1743,596,112,183,320,349,172,168,533,728,251,288,310,270,157,173,148,129,489,702,613,1106,1027,473,215,337,888,301,40,194,323,313,138,121,513,674,166,171,156,194,153,154,157,155,466,696,711,1120,1010,564,209,314,855,295,72
"G1200950","1980","A","3","5","Florida","12","5960","Orange","095",,,,,,,,,,,,,"E",,,,,,,,"ORANGE COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",471016,229001,242015,390383,69557,1339,5,7,349,599,918,314,418,923,115,45,31,6013,451290,3959,6662,4099,5006,6796,12268,11784,5948,6029,20643,28311,7605,8357,8603,9090,10662,11471,10581,10113,29192,41675,34768,51015,50067,25205,8882,11944,30704,14958,4345,3479,6213,5967,2996,3068,10510,14583,3868,4270,4379,4723,5760,6125,5396,4984,14633,20912,17127,24507,23990,11769,4292,5416,13368,5305,1361,3317,6055,5817,2952,2961,10133,13728,3737,4087,4224,4367,4902,5346,5185,5129,14559,20763,17641,26508,26077,13436,4590,6528,17336,9653,2984
"G1200970","1980","A","3","5","Florida","12","5960","Osceola","097",,,,,,,,,,,,,"05",,,,,,,,"OSCEOLA COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1",49287,23573,25714,45468,3012,117,0,2,23,32,66,59,52,36,8,1,7,404,48198,258,417,148,266,674,1261,1194,619,620,2132,2863,733,909,867,860,859,816,794,740,2260,3309,3283,5383,4896,2695,1066,1705,4936,2937,876,370,645,621,304,333,1062,1443,371,476,447,409,402,400,362,348,1116,1656,1551,2627,2406,1243,473,789,2215,1196,308,304,616,573,315,287,1070,1420,362,433,420,451,457,416,432,392,1144,1653,1732,2756,2490,1452,593,916,2721,1741,568
"G1200990","1980","A","3","5","Florida","12","8960","Palm Beach","099",,,,,,,,,,,,,"F",,,,,,,,"PALM BEACH COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",576863,274991,301872,487498,77576,581,13,5,225,689,312,128,519,201,65,7,2,9042,548358,7668,5488,9860,5489,6683,11784,11447,6013,5850,20477,28522,7552,8008,8466,8281,7921,7873,7935,7729,25375,41078,37711,57085,53863,33234,14671,24853,86697,39843,7912,3484,6019,5828,3042,2993,10505,14426,3849,4012,4363,4249,4015,3871,3885,3863,12622,20628,19008,28589,25378,14415,6104,10476,38504,17853,3010,3199,5765,5619,2971,2857,9972,14096,3703,3996,4103,4032,3906,4002,4050,3866,12753,20450,18703,28496,28485,18819,8567,14377,48193,21990,4902
"G1201010","1980","A","3","5","Florida","12","8280","Pasco","101",,,,,,,,,,,,,"05",,,,,,,,"PASCO COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",193643,92146,101497,187154,4018,357,5,0,58,81,73,42,86,32,9,1,5,1722,188937,2225,746,361,1374,1778,3188,3314,1709,1680,5941,8507,2352,2474,2509,2452,2219,2242,2124,2015,5575,9116,9327,15267,16734,14072,6966,12645,40701,15965,2771,922,1657,1624,857,854,3041,4262,1192,1269,1314,1203,1132,1094,1042,1012,2703,4508,4465,7445,7652,5864,2867,5640,19567,7849,1111,856,1531,1690,852,826,2900,4245,1160,1205,1195,1249,1087,1148,1082,1003,2872,4608,4862,7822,9082,8208,4099,7005,21134,8116,1660
"G1201030","1980","A","3","5","Florida","12","8280","Pinellas","103",,,,,,,,,,,,,"B",,,,,,,,"PINELLAS COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",728531,335143,393388,666952,55206,971,15,7,358,510,557,292,530,759,85,21,22,2246,718005,1722,2051,1810,4943,6688,12032,12023,6406,6352,23480,32974,8844,9743,10092,10078,9245,9400,9192,8922,28638,46099,43311,64977,69590,46041,19316,32263,113885,70435,18505,3487,6139,6169,3288,3259,11882,16834,4517,4882,5097,5195,4645,4588,4326,4182,13820,22507,21287,30972,31917,19859,8245,13862,48669,28479,7036,3201,5893,5854,3118,3093,11598,16140,4327,4861,4995,4883,4600,4812,4866,4740,14818,23592,22024,34005,37673,26182,11071,18401,65216,41956,11469
"G1201050","1980","A","3","5","Florida","12","3980","Polk","105",,,,,,,,,,,,,"05",,,,,,,,"POLK COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",321652,158153,163499,266868,48275,595,11,1,89,149,166,119,210,258,46,13,4,4848,312009,5994,858,1068,1723,4526,8480,8186,4256,4233,14850,20230,5199,5709,5939,5897,5562,6013,5715,5505,16285,24773,22343,35769,32657,16953,6789,9750,29141,13551,3341,2299,4360,4198,2199,2129,7531,10335,2635,2921,3007,3001,2767,3012,2832,2812,8348,12890,11348,17928,16043,8031,3137,4526,13140,5554,1170,2227,4120,3988,2057,2104,7319,9895,2564,2788,2932,2896,2795,3001,2883,2693,7937,11883,10995,17841,16614,8922,3652,5224,16001,7997,2171
"G1201070","1980","A","3","5","Florida","12",,"Putnam","107",,,,,,,,,,,,,"02",,,,,,,,"PUTNAM COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",50549,24491,26058,39937,10358,97,0,0,15,2,6,8,14,1,9,4,0,98,49954,182,93,68,252,809,1411,1350,697,724,2347,3242,928,904,958,953,869,700,804,667,2142,3293,3103,4993,5462,3259,1315,1960,5166,2029,464,419,714,701,360,351,1178,1705,508,481,461,495,428,333,388,320,1016,1567,1487,2419,2539,1461,610,942,2551,899,158,390,697,649,337,373,1169,1537,420,423,497,458,441,367,416,347,1126,1726,1616,2574,2923,1798,705,1018,2615,1130,306
"G1201090","1980","A","3","5","Florida","12","3600","St Johns","109",,,,,,,,,,,,,"02",,,,,,,,"ST. JOHNS COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",51303,24423,26880,43451,7464,68,7,0,16,26,60,12,42,1,7,0,1,148,50183,116,120,94,790,659,1217,1192,673,635,2209,3161,897,1074,968,928,988,934,878,805,2257,3678,3635,5502,5461,3080,1220,1751,4697,2155,649,319,621,594,340,323,1112,1573,451,558,526,455,458,438,416,389,1091,1765,1787,2668,2606,1407,561,840,2124,816,185,340,596,598,333,312,1097,1588,446,516,442,473,530,496,462,416,1166,1913,1848,2834,2855,1673,659,911,2573,1339,464
"G1201110","1980","A","3","5","Florida","12",,"St Lucie","111",,,,,,,,,,,,,"04",,,,,,,,"ST. LUCIE COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",87182,42467,44715,67159,19032,136,1,1,26,39,100,57,58,20,11,2,3,537,85440,779,330,163,470,1354,2429,2299,1176,1251,3948,5099,1290,1375,1371,1380,1274,1346,1326,1320,4162,6658,5688,8473,8143,5194,2262,3567,10060,3867,870,710,1289,1143,580,651,1988,2612,655,679,715,707,618,685,649,630,1977,3343,2806,4275,3912,2319,963,1644,4834,1751,332,644,1140,1156,596,600,1960,2487,635,696,656,673,656,661,677,690,2185,3315,2882,4198,4231,2875,1299,1923,5226,2116,538
"G1201130","1980","A","3","5","Florida","12","6080","Santa Rosa","113",,,,,,,,,,,,,"D",,,,,,,,"SANTA ROSA COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",55988,28101,27887,52468,2501,272,2,2,51,15,304,20,15,87,20,5,3,223,55236,212,122,67,351,950,1695,1687,757,817,2866,3980,1037,1174,1260,1177,1116,1000,1040,1117,3515,4782,4304,7297,5835,2582,838,1090,2759,1062,251,494,865,865,373,453,1505,2030,559,625,639,621,575,522,537,570,1929,2432,2112,3542,2885,1233,442,539,1238,435,81,456,830,822,384,364,1361,1950,478,549,621,556,541,478,503,547,1586,2350,2192,3755,2950,1349,396,551,1521,627,170
"G1201150","1980","A","3","5","Florida","12","7510","Sarasota","115",,,,,,,,,,,,,"06",,,,,,,,"SARASOTA COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",202251,93635,108616,189711,10457,257,8,7,62,138,111,84,134,158,12,1,4,1107,199262,880,458,670,981,1654,3114,2966,1533,1614,5842,8598,2315,2517,2623,2691,2343,2402,2390,2311,7190,11892,10654,17401,18745,13706,6278,10863,37887,18884,3838,837,1624,1528,777,826,2955,4375,1181,1252,1334,1371,1176,1181,1181,1128,3416,5820,5258,8271,8409,5606,2614,4736,16922,8425,1432,817,1490,1438,756,788,2887,4223,1134,1265,1289,1320,1167,1221,1209,1183,3774,6072,5396,9130,10336,8100,3664,6127,20965,10459,2406
"G1201170","1980","A","3","5","Florida","12","5960","Seminole","117",,,,,,,,,,,,,"E",,,,,,,,"SEMINOLE COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",179752,86869,92883,159067,18026,313,3,0,116,281,240,191,214,210,31,6,5,1049,174595,583,2079,851,1644,2395,4484,4733,2504,2613,9236,13051,3195,3475,3530,3457,2984,2774,2600,2621,8094,13949,15707,23903,19516,9314,3276,4725,11421,4931,1264,1208,2283,2432,1265,1360,4726,6649,1653,1756,1752,1735,1458,1357,1241,1275,3848,6515,7413,11611,9583,4454,1548,2184,5188,1945,430,1187,2201,2301,1239,1253,4510,6402,1542,1719,1778,1722,1526,1417,1359,1346,4246,7434,8294,12292,9933,4860,1728,2541,6233,2986,834
